"","logFC","logCPM","PValue","FDR"
"ENSG00000250423",-4.53547215042836,-2.07897539255824,1.40563542441172e-50,1.00938481850185e-48
"ENSG00000167434",-3.93358969055692,3.13836574367904,1.42341939449913e-50,1.01856895197948e-48
"ENSG00000275088",-4.41378610745402,-1.82674323422011,1.71684450763296e-50,1.22424219890443e-48
"ENSG00000288611",5.73905692597749,0.723109655257421,1.75102014480677e-50,1.24426149244562e-48
"ENSG00000248869",5.51999773439163,1.73070483672685,2.42985210112465e-50,1.72063901910889e-48
"ENSG00000187783",-3.91637981096391,6.07772667028364,2.53018003708391e-50,1.78548414104807e-48
"ENSG00000156284",-3.91515950967006,6.37886467696566,2.6696854437148e-50,1.87743327376275e-48
"ENSG00000126259",-4.29801611856766,-1.53231154907335,2.7126459536289e-50,1.90108940131642e-48
"ENSG00000182348",-4.14905035845164,-0.91679184964158,3.17625180214778e-50,2.2183725771576e-48
"ENSG00000268416",-4.00091854766337,0.21563397150921,6.02967384829657e-50,4.196899947514e-48
"ENSG00000129991",6.26747270067598,-0.481879111018376,1.23622391512724e-49,8.57535732146428e-48
"ENSG00000132821",5.28205803520492,4.36482710072364,1.27920757568029e-49,8.84344382997415e-48
"ENSG00000146166",-3.9384657770965,0.997506880877036,1.49677561449176e-49,1.03125817168733e-47
"ENSG00000105048",5.49909083682514,1.38430902450329,1.58803014799342e-49,1.09044736828881e-47
"ENSG00000178538",-3.88750917822791,2.62710683927539,1.70816901301213e-49,1.16900667286475e-47
"ENSG00000165181",-3.8979406166845,1.2818082062622,2.14105872586366e-49,1.46035958713256e-47
"ENSG00000237153",-4.20898223009059,-1.40940702409768,2.42672349641732e-49,1.6496866328645e-47
"ENSG00000108551",-3.86428815128512,6.12511093612178,3.55322141122458e-49,2.40745506513336e-47
"ENSG00000118526",-3.86851260955676,3.31986112844901,3.70747907878391e-49,2.5036532560503e-47
"ENSG00000260469",-4.07085092332002,-0.794067418975187,3.97445247585723e-49,2.6750819733542e-47
"ENSG00000167653",-3.95682515414841,0.220465480982203,4.79351843800646e-49,3.21575707318104e-47
"ENSG00000131482",-3.85649558157015,5.63587554203057,5.35992348178102e-49,3.5839435897522e-47
"ENSG00000136155",5.2042120451031,5.63058078387481,1.22472449822421e-48,8.16242856757663e-47
"ENSG00000227764",5.65868575764139,0.378875472028102,1.30442420965066e-48,8.66528577577051e-47
"ENSG00000162399",-3.83389439436895,4.2500754843467,1.84424109688505e-48,1.22115106915174e-46
"ENSG00000184908",-3.82791988151171,6.88311189763007,2.1878640516336e-48,1.44399027407818e-46
"ENSG00000262198",5.16915391312221,5.52697530329373,3.46577373860897e-48,2.28003192339327e-46
"ENSG00000163975",-3.81351479715017,4.65125411185931,4.94774440838612e-48,3.24451123680471e-46
"ENSG00000126500",-3.83076344715178,1.55644501324779,5.03547916983253e-48,3.29146032658861e-46
"ENSG00000126803",-3.81067565203748,6.7457249075208,5.21932618832453e-48,3.40073285254602e-46
"ENSG00000236318",5.42759758510786,0.961510112384981,6.76165287486934e-48,4.39162894044858e-46
"ENSG00000170323",-3.8076045929589,2.92249629377282,8.70899201113767e-48,5.6384502563537e-46
"ENSG00000137976",6.08280649426607,-0.577709649990595,9.09707182651353e-48,5.87106591233914e-46
"ENSG00000142449",-3.82436801225327,1.03789398560239,1.06982463417228e-47,6.88265097454555e-46
"ENSG00000215478",5.71637282552137,-0.00737513136906066,1.07326303932202e-47,6.88305862387838e-46
"ENSG00000164035",-3.7945317496033,6.49675699611547,1.17899494564669e-47,7.53743665251366e-46
"ENSG00000145934",-3.79813976162041,1.31467097532714,3.06932715016421e-47,1.95612055938903e-45
"ENSG00000170419",5.14265114840044,3.32380822074029,3.21635383569962e-47,2.04343676402673e-45
"ENSG00000257588",-3.95336206360445,-0.683929466533388,3.5767796783741e-47,2.26536784971309e-45
"ENSG00000138675",-4.12459164547702,-1.58279317936134,5.01306883408882e-47,3.16521751710239e-45
"ENSG00000229771",6.3647724639421,-0.982231476085853,5.87155909792332e-47,3.69582025441507e-45
"ENSG00000285898",5.97255390261126,-0.607477134626556,8.31379187952321e-47,5.21696835664604e-45
"ENSG00000197891",-3.74954260055803,7.00401723732432,1.10478903858753e-46,6.91137044569143e-45
"ENSG00000203697",-3.76265119727694,1.88006125654443,1.22586857007089e-46,7.64537113701094e-45
"ENSG00000286403",5.63078776919812,-0.12936090205137,1.90816273857541e-46,1.18643508812521e-44
"ENSG00000105366",5.10821215763178,2.57236154684276,2.21083547514501e-46,1.37044920000327e-44
"ENSG00000164303",-3.73476984504083,3.89776606720199,2.72540140037921e-46,1.68429806543435e-44
"ENSG00000151704",-3.73068386621333,7.69534722268862,2.79809645587713e-46,1.72399936921928e-44
"ENSG00000140807",-3.74059184808156,2.13199904189192,3.22794248720644e-46,1.98285117723157e-44
"ENSG00000164199",-3.73596296143921,2.48862934876971,3.52127129846919e-46,2.156540746576e-44
"ENSG00000189233",-3.74099438450574,1.78105122799018,3.78321603031485e-46,2.31002717731261e-44
"ENSG00000258773",5.35304011286061,0.510531906694464,5.12166478740991e-46,3.11794721416232e-44
"ENSG00000167749",5.15595255260619,1.56953605607776,5.85399661932966e-46,3.55316687662527e-44
"ENSG00000169903",5.02389586763469,3.89591287323463,6.09926643831376e-46,3.6910516244205e-44
"ENSG00000180772",-3.97473476909583,-1.26894319760185,9.97030308478145e-46,6.01580950032642e-44
"ENSG00000147889",5.11380915961724,1.76260060392521,1.02823692767139e-45,6.18580056133637e-44
"ENSG00000233154",-3.72389885296243,1.29783217273473,1.22043014468405e-45,7.32042716784897e-44
"ENSG00000288046",-3.69820287544565,3.6329854259649,1.72854170153824e-45,1.03377945633932e-43
"ENSG00000184985",-3.69465755835995,3.96954758827274,1.96473375313095e-45,1.17160175910388e-43
"ENSG00000172967",6.01663399111034,-0.887343227839229,1.99330313200836e-45,1.1851727135329e-43
"ENSG00000251377",-4.18189914743818,-2.05554264854792,2.89509196212115e-45,1.71635190335752e-43
"ENSG00000079112",4.97046506879402,3.84179740731376,2.93040076194615e-45,1.73069923847255e-43
"ENSG00000261678",5.29301530509047,0.452735918904259,2.93626525699471e-45,1.73069923847255e-43
"ENSG00000234537",5.95722986155751,-0.855352065620654,3.13278057000508e-45,1.84120826929924e-43
"ENSG00000010282",5.28849835644816,0.448356680773988,3.350992084664e-45,1.9637969130643e-43
"ENSG00000226281",-3.78696856032037,-0.0652519261103553,3.63210079826883e-45,2.12243735472477e-43
"ENSG00000130701",-3.84359054835409,-0.650185273786739,3.83694674554531e-45,2.23573405510431e-43
"ENSG00000184005",-3.67867303430921,3.72639066161618,4.46107950379998e-45,2.59200157836173e-43
"ENSG00000183908",-3.8226337852434,-0.517847888177914,4.90092955375864e-45,2.83947606020891e-43
"ENSG00000176887",5.40500214225033,0.0138914445699988,5.65012854221711e-45,3.26426973059421e-43
"ENSG00000175121",4.9845578587931,2.65545725967777,6.11814935714748e-45,3.52467621439734e-43
"ENSG00000141469",-3.67031624014028,4.52616619293348,6.15588194543485e-45,3.53642412380841e-43
"ENSG00000262445",-3.82493851060027,-0.595694436592052,6.56916309992474e-45,3.76096149055062e-43
"ENSG00000225511",5.08558559870154,1.38772857559484,6.58361896698328e-45,3.76096149055062e-43
"ENSG00000168398",-3.65903413535234,3.93059508359797,1.13898638628889e-44,6.48840457038423e-43
"ENSG00000147257",-3.65466533283165,5.51804687598178,1.25135559701429e-44,7.10867577869345e-43
"ENSG00000242366",5.85390685787974,-0.869402939470287,1.94526877732611e-44,1.10199476235524e-42
"ENSG00000261625",-3.92507563123767,-1.39070321763991,2.26322647754873e-44,1.27856622667947e-42
"ENSG00000100234",-3.63832602402988,8.86830725671272,2.64186491276245e-44,1.48834787378114e-42
"ENSG00000133401",-3.64081613352875,4.08402211434768,2.73097434152279e-44,1.53431103914644e-42
"ENSG00000258700",-4.01611145152583,-1.76969374400917,3.07579353056703e-44,1.72328937534022e-42
"ENSG00000100024",-3.63600573962271,3.66506815479541,3.64767306619636e-44,2.03809984964407e-42
"ENSG00000130427",-4.14824649640263,-2.14504822128896,3.83665791702948e-44,2.13783610819397e-42
"ENSG00000126583",5.64209707720074,-0.656578916772694,4.39769795090195e-44,2.44377798394263e-42
"ENSG00000166183",-3.63974262403929,1.97091506596284,4.91628108617663e-44,2.72452816498604e-42
"ENSG00000125816",7.30232273649181,-1.83457403663772,5.00353077709556e-44,2.7653660343655e-42
"ENSG00000236039",4.91797879436485,2.36855686346658,5.9981043174779e-44,3.30609025542282e-42
"ENSG00000105697",5.02735431983621,1.16491147924801,6.37414297047383e-44,3.50388872614133e-42
"ENSG00000227418",5.18184907658124,0.324188345298151,8.5372290942658e-44,4.68032930506604e-42
"ENSG00000112319",-3.62185032455733,2.69537466350251,8.93480486392281e-44,4.88515845562578e-42
"ENSG00000228620",5.69288132285664,-0.79916098576951,1.05883221126559e-43,5.77374976378353e-42
"ENSG00000224944",6.99033678442342,-1.74300582136697,1.14840083726349e-43,6.24546311337378e-42
"ENSG00000258675",5.00049352168536,1.11670909468183,1.50770166603825e-43,8.17767760031493e-42
"ENSG00000186493",-3.62866653586964,0.996596963124369,1.6453695248858e-43,8.90070718581457e-42
"ENSG00000175093",-3.86159012152627,-1.3210356507721,1.68602704735934e-43,9.09651735551491e-42
"ENSG00000261298",5.40649231211261,-0.383252071755744,1.87501239662424e-43,1.00894466534973e-41
"ENSG00000099994",-3.59881874529143,5.24111597094217,1.94100870328741e-43,1.04170872354851e-41
"ENSG00000178773",4.81385061972154,3.714456111584,2.81620950674595e-43,1.50744820683929e-41
"ENSG00000124882",4.83400527686374,2.95857383949402,2.91499151166185e-43,1.55623918557151e-41
"ENSG00000133878",-3.67730507792214,0.121770907683695,3.02662785752093e-43,1.61162006596036e-41
"ENSG00000130164",-3.59043294697939,3.9981699722411,3.21401250286722e-43,1.70694195269464e-41
"ENSG00000248515",5.57258336999867,-0.721505200318069,3.22558846000019e-43,1.70864028709724e-41
"ENSG00000163827",-3.59125449404475,2.53368511180459,4.14588576867849e-43,2.19044544990749e-41
"ENSG00000164362",7.22261866833096,-1.90389710482681,4.56101311180246e-43,2.40354783984753e-41
"ENSG00000278041",6.93978008506113,-1.78738773895794,4.6814862224518e-43,2.46067603146087e-41
"ENSG00000069122",-3.57388949041575,6.33005150303228,6.27435739147165e-43,3.28944073628979e-41
"ENSG00000107593",4.93812209202969,1.12182959420915,7.3001993015147e-43,3.81744268089976e-41
"ENSG00000169129",-3.57102096861692,4.89785464968701,7.62519654386968e-43,3.97719330730635e-41
"ENSG00000250302",-3.78781660706834,-1.14003590320634,9.0201520104403e-43,4.69278010461529e-41
"ENSG00000166819",-3.58739142192552,1.24153778530983,9.75471186515792e-43,5.06202528697279e-41
"ENSG00000147570",5.06649787403876,0.359171640144852,1.00510066503234e-42,5.20254389915469e-41
"ENSG00000101210",4.73326642184037,5.25425406426362,1.26994150193358e-42,6.55675620010971e-41
"ENSG00000154096",-3.55863817229972,6.2160226900811,1.31649298288421e-42,6.77993886185368e-41
"ENSG00000235366",-3.56557174487333,2.49418706717461,1.45275841877857e-42,7.46286025001766e-41
"ENSG00000250266",-3.6766887567642,-0.358290136831237,1.6322121282486e-42,8.36365179484971e-41
"ENSG00000176716",-3.88486539541167,-1.66906210761882,1.66575837517427e-42,8.51415446198099e-41
"ENSG00000077498",6.50791477257118,-1.6500921823185,1.90904527976669e-42,9.73326735889048e-41
"ENSG00000069011",5.02522681983265,0.415195637649421,1.92784689576385e-42,9.80461585840599e-41
"ENSG00000115461",-3.54925687440969,9.71798364823663,2.00580997661828e-42,1.01757434485456e-40
"ENSG00000167754",-3.86489921290837,-1.61666554684592,2.14185637201826e-42,1.08389624940299e-40
"ENSG00000135116",4.75445226869481,3.080557934848,2.43924704417162e-42,1.23133673809e-40
"ENSG00000124253",-3.53908485498321,8.90523963404431,3.28457397911913e-42,1.65396547481865e-40
"ENSG00000137878",-3.61001389378683,0.380519824149423,3.37267520750365e-42,1.69414626063619e-40
"ENSG00000126231",-3.55745990170241,1.51383828611278,3.38641247372494e-42,1.69686722332055e-40
"ENSG00000185818",-3.53833392492469,4.74923750855407,3.73278066564883e-42,1.86584139449123e-40
"ENSG00000141485",-3.90322021854266,-1.81222379203526,3.84361811257604e-42,1.91654640068156e-40
"ENSG00000224490",5.05419976051997,0.1799782273601,3.92978984547955e-42,1.95473497826122e-40
"ENSG00000007372",5.69540216357218,-1.09704629249786,5.5005186409533e-42,2.72938143950369e-40
"ENSG00000272405",4.68444056528061,3.77925388626226,5.74024210698894e-42,2.84141984295952e-40
"ENSG00000132855",-3.5253753164337,4.77150894117275,6.95286848092778e-42,3.43333655690172e-40
"ENSG00000229941",-3.84723437055901,-1.66905659611517,7.31121977166647e-42,3.601570435347e-40
"ENSG00000149927",4.67281265718205,3.9793715206711,7.9099664217026e-42,3.88712904106513e-40
"ENSG00000287037",6.82659441983826,-1.88604620546645,1.06647995583266e-41,5.22831543732003e-40
"ENSG00000272274",-3.6269583391513,-0.310394968614837,1.24843009238732e-41,6.10563148780503e-40
"ENSG00000126733",-3.71356469527592,-1.07581946079864,1.33812833936943e-41,6.52865773997611e-40
"ENSG00000172399",-3.63171232728397,-0.420326587199449,1.54935065077249e-41,7.54115922955947e-40
"ENSG00000150625",-3.51488255702591,2.32433936940433,1.7544949803958e-41,8.51932634052188e-40
"ENSG00000265763",-3.5945144051824,0.0221294282560672,1.75933527694141e-41,8.52253768122164e-40
"ENSG00000124194",5.35569033593184,-0.756911191384284,2.34886105462555e-41,1.13513441583018e-39
"ENSG00000187889",-3.50386723754742,2.07116110520637,3.27679544655298e-41,1.57983371955086e-39
"ENSG00000233215",-3.74161905697746,-1.37120369583557,3.46597428368893e-41,1.66526560262959e-39
"ENSG00000169894",4.62111466023909,4.28617901756072,3.47032402234762e-41,1.66526560262959e-39
"ENSG00000168621",-3.7954210383236,-1.62469564458397,3.62531025402608e-41,1.73555345823023e-39
"ENSG00000050628",-3.48723614527872,7.09693075019528,4.0109594240579e-41,1.91567930899852e-39
"ENSG00000156886",4.84008874516475,0.719194177501691,4.0306607739764e-41,1.92059102393633e-39
"ENSG00000284713",-3.62197076184029,-0.548007236278156,4.06942872820526e-41,1.93454381079296e-39
"ENSG00000148735",-3.59896131931422,-0.31682258648523,4.43054840107763e-41,2.09871222516244e-39
"ENSG00000241570",6.56227535332242,-1.83463575552833,4.43534848016578e-41,2.09871222516244e-39
"ENSG00000143355",4.79009859497014,0.90215650352281,6.958430210034e-41,3.28495892832022e-39
"ENSG00000188257",-3.81052475317209,-1.78759926455346,1.0318438186602e-40,4.8599128955557e-39
"ENSG00000183378",-3.48362101537509,1.34935502281936,1.27378723958728e-40,5.98562602860436e-39
"ENSG00000155066",-3.4632218974323,6.20399784571821,1.28092036274257e-40,6.0053080178786e-39
"ENSG00000146374",-3.52425677939134,0.411087613384041,1.59845531384549e-40,7.47681139233141e-39
"ENSG00000237222",-3.70504458749352,-1.37796579357492,1.61420440200801e-40,7.5332001314763e-39
"ENSG00000273179",4.64581398426455,2.04909630930518,1.76632315255504e-40,8.22429095278712e-39
"ENSG00000226887",-3.46580833845739,2.13356915375935,1.94775694978045e-40,9.04841804870673e-39
"ENSG00000172260",-3.45040161657679,3.62668010837833,2.79053771411763e-40,1.29341423049352e-38
"ENSG00000122787",6.18854074053538,-1.73440791809123,3.04142163935186e-40,1.4065023336268e-38
"ENSG00000119508",-3.44615317601768,4.3848060466686,3.14118071376336e-40,1.44934930942285e-38
"ENSG00000286320",-3.55986056714305,-0.392146849657649,3.31278208682884e-40,1.52507625008549e-38
"ENSG00000144481",4.61553636897487,2.15977569945303,3.40738406305056e-40,1.56509438247417e-38
"ENSG00000164893",-3.44365182628344,3.76325229743675,3.77241080083703e-40,1.72886619937687e-38
"ENSG00000172935",-3.45241882923093,1.69526352613968,4.49843043352282e-40,2.0569728758131e-38
"ENSG00000189367",5.49955636691478,-1.19522383435819,4.52063972664584e-40,2.06250395045224e-38
"ENSG00000066735",-3.43893613687104,3.02339529496434,5.33482142268867e-40,2.42853455567662e-38
"ENSG00000149948",4.58374901070466,2.13307627821435,8.45459518987476e-40,3.84015622054133e-38
"ENSG00000188029",4.54666648776527,3.01835059496647,8.89013847105994e-40,4.02901075508436e-38
"ENSG00000134438",6.44663611177696,-1.93482900190128,1.07119256507766e-39,4.84388052598532e-38
"ENSG00000164434",5.13141466612494,-0.726393895806543,1.11657308426146e-39,5.03791846912127e-38
"ENSG00000134864",-3.41766033854919,4.41491183113646,1.2055836126647e-39,5.42752145622159e-38
"ENSG00000095752",-3.62290773885709,-1.19023452751165,1.2389670674534e-39,5.56552739507589e-38
"ENSG00000267259",-3.4305658398506,1.68225656004229,1.26710142837639e-39,5.67939923743035e-38
"ENSG00000198576",-3.42318508828825,1.89215303827804,1.61344857498874e-39,7.20886430157527e-38
"ENSG00000232517",-3.51359042289725,-0.264416755875613,1.61540207208978e-39,7.20886430157527e-38
"ENSG00000225472",4.65487936658682,0.97083438528718,1.71853367734368e-39,7.65235279819802e-38
"ENSG00000184012",-3.40560688908228,5.80544981301489,1.98104004445856e-39,8.80203282498647e-38
"ENSG00000216560",-3.58199812855409,-1.00829668352294,2.25081489370031e-39,9.97893890046175e-38
"ENSG00000234493",5.1565736373235,-0.841109100302875,2.25715344957478e-39,9.98533350339002e-38
"ENSG00000204323",-3.40451611245699,3.8944811240526,2.35455449974346e-39,1.03936762917247e-37
"ENSG00000205279",-3.39829886098334,3.58223993981442,3.28214199796266e-39,1.44570202821707e-37
"ENSG00000235335",4.95767787264883,-0.473557887942436,3.59121258945763e-39,1.57843080925429e-37
"ENSG00000278967",-3.4154555914424,1.08989630272526,3.80666628792307e-39,1.66953015647103e-37
"ENSG00000243144",4.621985078468,0.968184752991293,4.02594552418149e-39,1.76191272575445e-37
"ENSG00000138823",-3.40195858471627,1.94851585260578,4.25380695361273e-39,1.85764751631645e-37
"ENSG00000152154",-3.3901609992494,3.19890368766813,5.11626511720068e-39,2.22951091453399e-37
"ENSG00000260746",-3.58481443167694,-1.16664279250524,5.14453020495281e-39,2.23704795308758e-37
"ENSG00000189212",4.64866858667882,0.673482028424848,5.67728558532464e-39,2.46345877078959e-37
"ENSG00000186439",-3.68007078670411,-1.68692641415052,5.93726074767243e-39,2.57079608679472e-37
"ENSG00000095970",4.43892544788757,3.91115228805721,6.89606535060593e-39,2.97962620254782e-37
"ENSG00000244681",4.48307616635572,2.50050187604681,8.48519871766576e-39,3.6585019587331e-37
