"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000257838.5","HAVANA","gene",NA,NA,"ENSG00000257838.5","transcribed_unprocessed_pseudogene","OTOAP1","2","HGNC:53869","OTTHUMG00000170420.1"
"ENSG00000257845.1","HAVANA","gene",NA,NA,"ENSG00000257845.1","lncRNA","LINC02294","2","HGNC:53210","OTTHUMG00000170331.2"
"ENSG00000257859.2","HAVANA","gene",NA,NA,"ENSG00000257859.2","lncRNA","CASC18","2","HGNC:49463","OTTHUMG00000169725.2"
"ENSG00000257894.2","HAVANA","gene",NA,NA,"ENSG00000257894.2","lncRNA","AC027288.3","2",NA,"OTTHUMG00000170063.2"
"ENSG00000257923.12","HAVANA","gene",NA,NA,"ENSG00000257923.12","protein_coding","CUX1","1","HGNC:2557","OTTHUMG00000157129.14"
"ENSG00000257950.3","HAVANA","gene",NA,NA,"ENSG00000257950.3","protein_coding","P2RX5-TAX1BP3","2","HGNC:49191","OTTHUMG00000169623.2"
"ENSG00000257989.1","HAVANA","gene",NA,NA,"ENSG00000257989.1","lncRNA","AC078864.1","2",NA,"OTTHUMG00000169614.1"
"ENSG00000258017.2","HAVANA","gene",NA,NA,"ENSG00000258017.2","lncRNA","AC011603.2","2",NA,"OTTHUMG00000170411.2"
"ENSG00000258045.2","ENSEMBL","gene",NA,NA,"ENSG00000258045.2","misc_RNA","Metazoa_SRP","3",NA,NA
"ENSG00000258056.2","HAVANA","gene",NA,NA,"ENSG00000258056.2","lncRNA","AC009779.2","2",NA,"OTTHUMG00000170187.2"
"ENSG00000258057.6","HAVANA","gene",NA,NA,"ENSG00000258057.6","lncRNA","BCDIN3D-AS1","2","HGNC:44113","OTTHUMG00000169706.4"
"ENSG00000258081.4","HAVANA","gene",NA,NA,"ENSG00000258081.4","lncRNA","AL110292.1","2",NA,"OTTHUMG00000170435.4"
"ENSG00000258084.6","HAVANA","gene",NA,NA,"ENSG00000258084.6","lncRNA","AC128707.1","2",NA,"OTTHUMG00000170009.7"
"ENSG00000258099.1","HAVANA","gene",NA,NA,"ENSG00000258099.1","lncRNA","ATXN2-AS","2","HGNC:51838","OTTHUMG00000169599.1"
"ENSG00000258101.2","HAVANA","gene",NA,NA,"ENSG00000258101.2","lncRNA","AC010173.1","2",NA,"OTTHUMG00000169512.2"
"ENSG00000258102.5","HAVANA","gene",NA,NA,"ENSG00000258102.5","protein_coding","MAP1LC3B2","2","HGNC:34390","OTTHUMG00000171525.4"
"ENSG00000258136.2","HAVANA","gene",NA,NA,"ENSG00000258136.2","lncRNA","AC007622.2","2",NA,"OTTHUMG00000169915.2"
"ENSG00000258168.6","HAVANA","gene",NA,NA,"ENSG00000258168.6","lncRNA","AC025569.1","2",NA,"OTTHUMG00000169498.4"
"ENSG00000258227.7","HAVANA","gene",NA,NA,"ENSG00000258227.7","protein_coding","CLEC5A","2","HGNC:2054","OTTHUMG00000157173.2"
"ENSG00000258289.8","HAVANA","gene",NA,NA,"ENSG00000258289.8","protein_coding","CHURC1","1","HGNC:20099","OTTHUMG00000170218.5"
"ENSG00000258302.2","HAVANA","gene",NA,NA,"ENSG00000258302.2","lncRNA","AC025034.1","2",NA,"OTTHUMG00000169945.2"
"ENSG00000258311.5","HAVANA","gene",NA,NA,"ENSG00000258311.5","protein_coding","AC009779.3","2",NA,"OTTHUMG00000170130.2"
"ENSG00000258315.5","HAVANA","gene",NA,NA,"ENSG00000258315.5","protein_coding","C17orf49","2","HGNC:28737","OTTHUMG00000170147.2"
"ENSG00000258352.1","HAVANA","gene",NA,NA,"ENSG00000258352.1","transcribed_processed_pseudogene","IFITM3P6","1","HGNC:54545","OTTHUMG00000169618.2"
"ENSG00000258365.1","HAVANA","gene",NA,NA,"ENSG00000258365.1","lncRNA","AC073655.2","1",NA,"OTTHUMG00000170239.1"
"ENSG00000258366.9","HAVANA","gene",NA,NA,"ENSG00000258366.9","protein_coding","RTEL1","1","HGNC:15888","OTTHUMG00000032992.11"
"ENSG00000258376.2","HAVANA","gene",NA,NA,"ENSG00000258376.2","lncRNA","AC004846.1","2",NA,"OTTHUMG00000171434.2"
"ENSG00000258388.7","HAVANA","gene",NA,NA,"ENSG00000258388.7","protein_coding","PPT2-EGFL8","2","HGNC:48343","OTTHUMG00000171245.3"
"ENSG00000258402.1","HAVANA","gene",NA,NA,"ENSG00000258402.1","lncRNA","AC016526.1","2",NA,"OTTHUMG00000171617.1"
"ENSG00000258405.11","HAVANA","gene",NA,NA,"ENSG00000258405.11","protein_coding","ZNF578","2","HGNC:26449","OTTHUMG00000156468.8"
"ENSG00000258424.1","HAVANA","gene",NA,NA,"ENSG00000258424.1","lncRNA","AL512791.1","2",NA,"OTTHUMG00000171045.1"
"ENSG00000258429.2","HAVANA","gene",NA,NA,"ENSG00000258429.2","protein_coding","PDF","2","HGNC:30012","OTTHUMG00000171336.2"
"ENSG00000258441.1","HAVANA","gene",NA,NA,"ENSG00000258441.1","lncRNA","LINC00641","2","HGNC:27511","OTTHUMG00000170756.1"
"ENSG00000258457.5","HAVANA","gene",NA,NA,"ENSG00000258457.5","lncRNA","AL132780.2","2",NA,"OTTHUMG00000171451.1"
"ENSG00000258458.8","HAVANA","gene",NA,NA,"ENSG00000258458.8","lncRNA","AL160314.2","2",NA,"OTTHUMG00000170992.5"
"ENSG00000258469.1","HAVANA","gene",NA,NA,"ENSG00000258469.1","processed_pseudogene","CHMP4BP1","1","HGNC:43616","OTTHUMG00000171034.1"
"ENSG00000258474.1","HAVANA","gene",NA,NA,"ENSG00000258474.1","lncRNA","LINC02313","1","HGNC:53232","OTTHUMG00000170586.1"
"ENSG00000258484.4","HAVANA","gene",NA,NA,"ENSG00000258484.4","protein_coding","SPESP1","2","HGNC:15570","OTTHUMG00000133321.4"
"ENSG00000258498.8","HAVANA","gene",NA,NA,"ENSG00000258498.8","lncRNA","DIO3OS","2","HGNC:20348","OTTHUMG00000171682.1"
"ENSG00000258512.1","HAVANA","gene",NA,NA,"ENSG00000258512.1","lncRNA","LINC00239","1","HGNC:20119","OTTHUMG00000171596.1"
"ENSG00000258526.7","HAVANA","gene",NA,NA,"ENSG00000258526.7","lncRNA","AL049828.1","2",NA,"OTTHUMG00000170672.15"
"ENSG00000258545.6","HAVANA","gene",NA,NA,"ENSG00000258545.6","lncRNA","RHOXF1-AS1","2","HGNC:51582","OTTHUMG00000171158.2"
"ENSG00000258548.6","HAVANA","gene",NA,NA,"ENSG00000258548.6","lncRNA","LINC00645","2","HGNC:44299","OTTHUMG00000170580.5"
"ENSG00000258551.6","HAVANA","gene",NA,NA,"ENSG00000258551.6","lncRNA","CRAT37","2",NA,"OTTHUMG00000171693.3"
"ENSG00000258559.2","HAVANA","gene",NA,NA,"ENSG00000258559.2","lncRNA","AC005519.1","2",NA,"OTTHUMG00000149960.4"
"ENSG00000258561.2","HAVANA","gene",NA,NA,"ENSG00000258561.2","lncRNA","AL359232.1","2",NA,"OTTHUMG00000171191.2"
"ENSG00000258586.1","HAVANA","gene",NA,NA,"ENSG00000258586.1","lncRNA","LINC02274","2","HGNC:53190","OTTHUMG00000171254.1"
"ENSG00000258591.2","HAVANA","gene",NA,NA,"ENSG00000258591.2","processed_pseudogene","PPIAP4","1","HGNC:19935","OTTHUMG00000170750.3"
"ENSG00000258593.2","HAVANA","gene",NA,NA,"ENSG00000258593.2","lncRNA","AL583810.1","2",NA,"OTTHUMG00000170762.2"
"ENSG00000258604.1","HAVANA","gene",NA,NA,"ENSG00000258604.1","lncRNA","AL161668.4","2",NA,"OTTHUMG00000029642.5"
"ENSG00000258616.5","HAVANA","gene",NA,NA,"ENSG00000258616.5","lncRNA","LINC02303","2","HGNC:53222","OTTHUMG00000170731.2"
"ENSG00000258626.2","HAVANA","gene",NA,NA,"ENSG00000258626.2","processed_pseudogene","COX7A2P1","1","HGNC:20006","OTTHUMG00000171755.2"
"ENSG00000258628.1","HAVANA","gene",NA,NA,"ENSG00000258628.1","unprocessed_pseudogene","RHPN2P1","2","HGNC:37708","OTTHUMG00000171659.1"
"ENSG00000258634.3","HAVANA","gene",NA,NA,"ENSG00000258634.3","lncRNA","AL160006.1","2",NA,"OTTHUMG00000170608.1"
"ENSG00000258636.2","HAVANA","gene",NA,NA,"ENSG00000258636.2","lncRNA","AL121821.2","2",NA,"OTTHUMG00000170691.2"
"ENSG00000258654.1","HAVANA","gene",NA,NA,"ENSG00000258654.1","lncRNA","AC026495.1","2",NA,"OTTHUMG00000171661.1"
"ENSG00000258655.2","HAVANA","gene",NA,NA,"ENSG00000258655.2","lncRNA","ARHGAP5-AS1","2","HGNC:20279","OTTHUMG00000170588.2"
"ENSG00000258667.2","HAVANA","gene",NA,NA,"ENSG00000258667.2","lncRNA","HIF1A-AS3","2","HGNC:54284","OTTHUMG00000171135.2"
"ENSG00000258674.5","HAVANA","gene",NA,NA,"ENSG00000258674.5","protein_coding","AC011448.1","2",NA,"OTTHUMG00000171813.7"
"ENSG00000258675.2","HAVANA","gene",NA,NA,"ENSG00000258675.2","lncRNA","LINC02308","2","HGNC:53227","OTTHUMG00000171418.5"
"ENSG00000258682.1","HAVANA","gene",NA,NA,"ENSG00000258682.1","lncRNA","AL132989.1","2",NA,"OTTHUMG00000171097.1"
"ENSG00000258700.6","HAVANA","gene",NA,NA,"ENSG00000258700.6","lncRNA","LINC00871","2","HGNC:47038","OTTHUMG00000170871.8"
"ENSG00000258701.1","HAVANA","gene",NA,NA,"ENSG00000258701.1","lncRNA","LINC00638","2","HGNC:28325","OTTHUMG00000170791.1"
"ENSG00000258704.6","HAVANA","gene",NA,NA,"ENSG00000258704.6","transcribed_unitary_pseudogene","SRP54-AS1","2","HGNC:50643","OTTHUMG00000170821.4"
"ENSG00000258708.1","HAVANA","gene",NA,NA,"ENSG00000258708.1","lncRNA","SLC25A21-AS1","2","HGNC:44298","OTTHUMG00000170737.1"
"ENSG00000258711.2","HAVANA","gene",NA,NA,"ENSG00000258711.2","lncRNA","AL358334.2","2",NA,"OTTHUMG00000171001.2"
"ENSG00000258727.1","HAVANA","gene",NA,NA,"ENSG00000258727.1","lncRNA","AL135999.1","2",NA,"OTTHUMG00000171522.1"
"ENSG00000258733.6","HAVANA","gene",NA,NA,"ENSG00000258733.6","lncRNA","LINC02328","2","HGNC:53248","OTTHUMG00000171373.11"
"ENSG00000258738.1","HAVANA","gene",NA,NA,"ENSG00000258738.1","lncRNA","AL121603.2","2",NA,"OTTHUMG00000170792.1"
"ENSG00000258741.4","HAVANA","gene",NA,NA,"ENSG00000258741.4","transcribed_processed_pseudogene","H2AZ2P1","1","HGNC:31026","OTTHUMG00000171746.4"
"ENSG00000258744.2","HAVANA","gene",NA,NA,"ENSG00000258744.2","lncRNA","AL132800.1","1",NA,"OTTHUMG00000171289.2"
"ENSG00000258768.2","HAVANA","gene",NA,NA,"ENSG00000258768.2","lncRNA","AL356019.2","2",NA,"OTTHUMG00000178843.1"
"ENSG00000258773.2","HAVANA","gene",NA,NA,"ENSG00000258773.2","lncRNA","AC087636.1","2",NA,"OTTHUMG00000171817.5"
"ENSG00000258788.3","HAVANA","gene",NA,NA,"ENSG00000258788.3","processed_pseudogene","CKS1BP1","1","HGNC:20004","OTTHUMG00000171411.3"
"ENSG00000258789.1","HAVANA","gene",NA,NA,"ENSG00000258789.1","lncRNA","AL162171.1","2",NA,"OTTHUMG00000170802.1"
"ENSG00000258793.1","HAVANA","gene",NA,NA,"ENSG00000258793.1","lncRNA","AL355102.4","2",NA,"OTTHUMG00000171397.1"
"ENSG00000258794.3","HAVANA","gene",NA,NA,"ENSG00000258794.3","processed_pseudogene","DUX4L27","1","HGNC:50808","OTTHUMG00000170996.3"
"ENSG00000258810.1","HAVANA","gene",NA,NA,"ENSG00000258810.1","lncRNA","AL133371.2","2",NA,"OTTHUMG00000171036.1"
"ENSG00000258813.2","HAVANA","gene",NA,NA,"ENSG00000258813.2","lncRNA","AL442663.3","2",NA,"OTTHUMG00000171423.2"
"ENSG00000258818.4","HAVANA","gene",NA,NA,"ENSG00000258818.4","protein_coding","RNASE4","2","HGNC:10047","OTTHUMG00000029575.5"
"ENSG00000258819.2","HAVANA","gene",NA,NA,"ENSG00000258819.2","lncRNA","LINC02289","2","HGNC:53205","OTTHUMG00000171581.6"
"ENSG00000258824.2","HAVANA","gene",NA,NA,"ENSG00000258824.2","lncRNA","AL122035.1","2",NA,"OTTHUMG00000171216.1"
"ENSG00000258839.4","HAVANA","gene",NA,NA,"ENSG00000258839.4","protein_coding","MC1R","2","HGNC:6929","OTTHUMG00000171163.2"
"ENSG00000258847.1","HAVANA","gene",NA,NA,"ENSG00000258847.1","lncRNA","AL391261.1","2",NA,"OTTHUMG00000171176.2"
"ENSG00000258857.1","HAVANA","gene",NA,NA,"ENSG00000258857.1","lncRNA","AL359397.1","2",NA,"OTTHUMG00000170887.1"
"ENSG00000258867.6","HAVANA","gene",NA,NA,"ENSG00000258867.6","lncRNA","LINC01146","2","HGNC:49467","OTTHUMG00000170740.80"
"ENSG00000258875.6","HAVANA","gene",NA,NA,"ENSG00000258875.6","lncRNA","AL135818.1","1",NA,"OTTHUMG00000171098.3"
"ENSG00000258890.7","HAVANA","gene",NA,NA,"ENSG00000258890.7","protein_coding","CEP95","1","HGNC:25141","OTTHUMG00000179174.7"
"ENSG00000258907.2","HAVANA","gene",NA,NA,"ENSG00000258907.2","processed_pseudogene","PSMB3P1","1","HGNC:20633","OTTHUMG00000170893.2"
"ENSG00000258913.2","HAVANA","gene",NA,NA,"ENSG00000258913.2","lncRNA","LINC02691","2","HGNC:20358","OTTHUMG00000170825.3"
"ENSG00000258920.1","HAVANA","gene",NA,NA,"ENSG00000258920.1","lncRNA","FOXN3-AS1","2","HGNC:44290","OTTHUMG00000170973.1"
"ENSG00000258926.2","HAVANA","gene",NA,NA,"ENSG00000258926.2","lncRNA","AL355916.2","2",NA,"OTTHUMG00000171437.2"
"ENSG00000258938.1","HAVANA","gene",NA,NA,"ENSG00000258938.1","lncRNA","AL162311.3","2",NA,"OTTHUMG00000170615.1"
"ENSG00000258940.2","HAVANA","gene",NA,NA,"ENSG00000258940.2","lncRNA","AL132639.2","2",NA,"OTTHUMG00000170769.2"
"ENSG00000258944.1","HAVANA","gene",NA,NA,"ENSG00000258944.1","lncRNA","AC004846.2","2",NA,"OTTHUMG00000171435.1"
"ENSG00000258947.7","HAVANA","gene",NA,NA,"ENSG00000258947.7","protein_coding","TUBB3","1","HGNC:20772","OTTHUMG00000138985.4"
"ENSG00000258949.1","HAVANA","gene",NA,NA,"ENSG00000258949.1","lncRNA","AL049870.3","2",NA,"OTTHUMG00000170723.1"
"ENSG00000258957.2","HAVANA","gene",NA,NA,"ENSG00000258957.2","lncRNA","AL359317.2","2",NA,"OTTHUMG00000171321.2"
"ENSG00000258986.7","HAVANA","gene",NA,NA,"ENSG00000258986.7","protein_coding","TMEM179","1","HGNC:20137","OTTHUMG00000170829.4"
"ENSG00000259015.1","HAVANA","gene",NA,NA,"ENSG00000259015.1","processed_pseudogene","AL442663.4","2",NA,"OTTHUMG00000171422.2"
"ENSG00000259020.3","HAVANA","gene",NA,NA,"ENSG00000259020.3","processed_pseudogene","AL049872.1","2",NA,"OTTHUMG00000171129.1"
"ENSG00000259030.7","HAVANA","gene",NA,NA,"ENSG00000259030.7","protein_coding","FPGT-TNNI3K","1","HGNC:42952","OTTHUMG00000166281.7"
"ENSG00000259033.2","HAVANA","gene",NA,NA,"ENSG00000259033.2","lncRNA","AL356804.1","2",NA,"OTTHUMG00000171325.4"
"ENSG00000259038.1","HAVANA","gene",NA,NA,"ENSG00000259038.1","lncRNA","AL121820.2","2",NA,"OTTHUMG00000171758.1"
"ENSG00000259039.3","HAVANA","gene",NA,NA,"ENSG00000259039.3","lncRNA","AL161804.1","2",NA,"OTTHUMG00000171319.3"
"ENSG00000259045.1","HAVANA","gene",NA,NA,"ENSG00000259045.1","unprocessed_pseudogene","MTCO1P2","2","HGNC:19932","OTTHUMG00000170593.1"
"ENSG00000259065.2","HAVANA","gene",NA,NA,"ENSG00000259065.2","lncRNA","AC005520.2","2",NA,"OTTHUMG00000171253.2"
"ENSG00000259070.7","HAVANA","gene",NA,NA,"ENSG00000259070.7","lncRNA","LINC00639","2","HGNC:27502","OTTHUMG00000170746.9"
"ENSG00000259081.1","HAVANA","gene",NA,NA,"ENSG00000259081.1","lncRNA","AF111169.3","2",NA,"OTTHUMG00000171621.1"
"ENSG00000259088.1","HAVANA","gene",NA,NA,"ENSG00000259088.1","lncRNA","AL137779.2","2",NA,"OTTHUMG00000171598.1"
"ENSG00000259092.1","HAVANA","gene",NA,NA,"ENSG00000259092.1","TR_V_gene","TRAV30","2","HGNC:12129","OTTHUMG00000170659.3"
"ENSG00000259104.2","HAVANA","gene",NA,NA,"ENSG00000259104.2","lncRNA","PTCSC3","2","HGNC:43959","OTTHUMG00000170617.2"
"ENSG00000259116.2","HAVANA","gene",NA,NA,"ENSG00000259116.2","lncRNA","AL049869.2","2",NA,"OTTHUMG00000171561.2"
"ENSG00000259120.3","HAVANA","gene",NA,NA,"ENSG00000259120.3","protein_coding","SMIM6","2","HGNC:40032","OTTHUMG00000179796.2"
"ENSG00000259129.6","HAVANA","gene",NA,NA,"ENSG00000259129.6","lncRNA","LINC00648","2","HGNC:44302","OTTHUMG00000170822.4"
"ENSG00000259134.7","HAVANA","gene",NA,NA,"ENSG00000259134.7","lncRNA","LINC00924","2","HGNC:27081","OTTHUMG00000171819.7"
"ENSG00000259146.4","HAVANA","gene",NA,NA,"ENSG00000259146.4","lncRNA","AC005476.2","2",NA,"OTTHUMG00000171342.4"
"ENSG00000259153.2","HAVANA","gene",NA,NA,"ENSG00000259153.2","lncRNA","AC004816.1","2",NA,"OTTHUMG00000171250.3"
"ENSG00000259158.4","HAVANA","gene",NA,NA,"ENSG00000259158.4","transcribed_unprocessed_pseudogene","ADAM20P1","2","HGNC:20102","OTTHUMG00000171329.4"
"ENSG00000259182.5","HAVANA","gene",NA,NA,"ENSG00000259182.5","lncRNA","AC019254.1","2",NA,"OTTHUMG00000172091.1"
"ENSG00000259205.2","HAVANA","gene",NA,NA,"ENSG00000259205.2","processed_pseudogene","PRKXP1","1","HGNC:9442","OTTHUMG00000172351.2"
"ENSG00000259207.9","HAVANA","gene",NA,NA,"ENSG00000259207.9","protein_coding","ITGB3","2","HGNC:6156","OTTHUMG00000171956.6"
"ENSG00000259209.3","HAVANA","gene",NA,NA,"ENSG00000259209.3","lncRNA","AC004943.1","2",NA,"OTTHUMG00000172560.4"
"ENSG00000259236.1","HAVANA","gene",NA,NA,"ENSG00000259236.1","unprocessed_pseudogene","GOLGA8VP","1","HGNC:49920","OTTHUMG00000172266.1"
"ENSG00000259248.7","HAVANA","gene",NA,NA,"ENSG00000259248.7","lncRNA","USP3-AS1","2","HGNC:44140","OTTHUMG00000172432.7"
"ENSG00000259250.1","HAVANA","gene",NA,NA,"ENSG00000259250.1","lncRNA","AC018904.1","2",NA,"OTTHUMG00000171979.1"
"ENSG00000259251.2","HAVANA","gene",NA,NA,"ENSG00000259251.2","lncRNA","AC104590.1","2",NA,"OTTHUMG00000171941.2"
"ENSG00000259275.4","HAVANA","gene",NA,NA,"ENSG00000259275.4","lncRNA","AC087477.2","2",NA,"OTTHUMG00000171847.8"
"ENSG00000259278.2","HAVANA","gene",NA,NA,"ENSG00000259278.2","lncRNA","AC087878.1","2",NA,"OTTHUMG00000172390.2"
"ENSG00000259291.2","HAVANA","gene",NA,NA,"ENSG00000259291.2","lncRNA","ZNF710-AS1","2","HGNC:53141","OTTHUMG00000172032.2"
"ENSG00000259293.1","HAVANA","gene",NA,NA,"ENSG00000259293.1","lncRNA","LIPC-AS1","2","HGNC:52294","OTTHUMG00000171977.1"
"ENSG00000259295.6","HAVANA","gene",NA,NA,"ENSG00000259295.6","transcribed_unprocessed_pseudogene","CSPG4P12","2","HGNC:48362","OTTHUMG00000172141.1"
"ENSG00000259315.1","HAVANA","gene",NA,NA,"ENSG00000259315.1","transcribed_processed_pseudogene","ACTG1P17","1","HGNC:51497","OTTHUMG00000172407.3"
"ENSG00000259319.1","HAVANA","gene",NA,NA,"ENSG00000259319.1","lncRNA","AF111167.2","2",NA,"OTTHUMG00000171868.1"
"ENSG00000259321.1","HAVANA","gene",NA,NA,"ENSG00000259321.1","lncRNA","AL136295.2","2",NA,"OTTHUMG00000171965.1"
"ENSG00000259330.3","HAVANA","gene",NA,NA,"ENSG00000259330.3","protein_coding","INAFM2","2","HGNC:35165","OTTHUMG00000172415.3"
"ENSG00000259341.2","HAVANA","gene",NA,NA,"ENSG00000259341.2","lncRNA","AC015660.1","2",NA,"OTTHUMG00000171950.2"
"ENSG00000259342.1","HAVANA","gene",NA,NA,"ENSG00000259342.1","lncRNA","AC025580.1","2",NA,"OTTHUMG00000172024.1"
"ENSG00000259345.7","HAVANA","gene",NA,NA,"ENSG00000259345.7","lncRNA","AC013652.1","2",NA,"OTTHUMG00000172466.4"
"ENSG00000259347.7","HAVANA","gene",NA,NA,"ENSG00000259347.7","lncRNA","AC087482.1","2",NA,"OTTHUMG00000172243.6"
"ENSG00000259349.2","HAVANA","gene",NA,NA,"ENSG00000259349.2","lncRNA","AC011921.1","2",NA,"OTTHUMG00000172047.2"
"ENSG00000259353.1","HAVANA","gene",NA,NA,"ENSG00000259353.1","lncRNA","AC090515.4","2",NA,"OTTHUMG00000171985.1"
"ENSG00000259354.5","HAVANA","gene",NA,NA,"ENSG00000259354.5","lncRNA","AC025580.2","2",NA,"OTTHUMG00000172025.1"
"ENSG00000259359.2","HAVANA","gene",NA,NA,"ENSG00000259359.2","lncRNA","AC012409.1","2",NA,"OTTHUMG00000171853.2"
"ENSG00000259363.6","HAVANA","gene",NA,NA,"ENSG00000259363.6","lncRNA","AC090825.1","2",NA,"OTTHUMG00000172118.19"
"ENSG00000259366.1","HAVANA","gene",NA,NA,"ENSG00000259366.1","lncRNA","AC108449.2","2",NA,"OTTHUMG00000172135.1"
"ENSG00000259370.2","HAVANA","gene",NA,NA,"ENSG00000259370.2","lncRNA","AC103740.1","2",NA,"OTTHUMG00000172039.2"
"ENSG00000259374.2","HAVANA","gene",NA,NA,"ENSG00000259374.2","transcribed_processed_pseudogene","NDUFB4P11","1","HGNC:45259","OTTHUMG00000171891.1"
"ENSG00000259417.3","HAVANA","gene",NA,NA,"ENSG00000259417.3","protein_coding","CTXND1","2","HGNC:50507","OTTHUMG00000172080.6"
"ENSG00000259424.1","HAVANA","gene",NA,NA,"ENSG00000259424.1","lncRNA","IRAIN","2","HGNC:50365","OTTHUMG00000171862.1"
"ENSG00000259425.5","HAVANA","gene",NA,NA,"ENSG00000259425.5","transcribed_unprocessed_pseudogene","AC011767.1","2",NA,"OTTHUMG00000171918.3"
"ENSG00000259426.6","HAVANA","gene",NA,NA,"ENSG00000259426.6","lncRNA","AC027237.3","2",NA,"OTTHUMG00000172061.5"
"ENSG00000259429.5","HAVANA","gene",NA,NA,"ENSG00000259429.5","transcribed_unprocessed_pseudogene","UBE2Q2P2","2","HGNC:37440","OTTHUMG00000172604.3"
"ENSG00000259430.2","HAVANA","gene",NA,NA,"ENSG00000259430.2","lncRNA","CERS3-AS1","2","HGNC:51431","OTTHUMG00000172308.2"
"ENSG00000259431.6","HAVANA","gene",NA,NA,"ENSG00000259431.6","protein_coding","THTPA","2","HGNC:18987","OTTHUMG00000172558.4"
"ENSG00000259433.2","HAVANA","gene",NA,NA,"ENSG00000259433.2","processed_pseudogene","AC051619.2","1",NA,"OTTHUMG00000172004.2"
"ENSG00000259436.1","HAVANA","gene",NA,NA,"ENSG00000259436.1","lncRNA","AC010247.2","2",NA,"OTTHUMG00000171961.1"
"ENSG00000259439.2","HAVANA","gene",NA,NA,"ENSG00000259439.2","lncRNA","LINC01833","2","HGNC:52644","OTTHUMG00000172199.2"
"ENSG00000259444.1","HAVANA","gene",NA,NA,"ENSG00000259444.1","lncRNA","AL161669.1","2",NA,"OTTHUMG00000171900.1"
"ENSG00000259446.6","HAVANA","gene",NA,NA,"ENSG00000259446.6","lncRNA","AC055874.1","2",NA,"OTTHUMG00000172252.2"
"ENSG00000259448.3","HAVANA","gene",NA,NA,"ENSG00000259448.3","lncRNA","LINC02352","2","HGNC:53274","OTTHUMG00000172222.3"
"ENSG00000259456.4","HAVANA","gene",NA,NA,"ENSG00000259456.4","lncRNA","ADNP-AS1","2","HGNC:51227","OTTHUMG00000172534.7"
"ENSG00000259459.6","HAVANA","gene",NA,NA,"ENSG00000259459.6","lncRNA","LINC02568","2","HGNC:51430","OTTHUMG00000172301.3"
"ENSG00000259479.6","HAVANA","gene",NA,NA,"ENSG00000259479.6","transcribed_unprocessed_pseudogene","SORD2P","2","HGNC:49919","OTTHUMG00000171966.3"
"ENSG00000259485.2","HAVANA","gene",NA,NA,"ENSG00000259485.2","lncRNA","LINC02253","2","HGNC:53151","OTTHUMG00000172035.10"
"ENSG00000259488.2","HAVANA","gene",NA,NA,"ENSG00000259488.2","lncRNA","AC023355.1","2",NA,"OTTHUMG00000172154.5"
"ENSG00000259494.2","HAVANA","gene",NA,NA,"ENSG00000259494.2","protein_coding","MRPL46","1","HGNC:1192","OTTHUMG00000148683.4"
"ENSG00000259495.3","HAVANA","gene",NA,NA,"ENSG00000259495.3","lncRNA","AC016705.2","1",NA,"OTTHUMG00000172167.4"
"ENSG00000259504.2","HAVANA","gene",NA,NA,"ENSG00000259504.2","lncRNA","AC026992.1","2",NA,"OTTHUMG00000172085.2"
"ENSG00000259515.1","HAVANA","gene",NA,NA,"ENSG00000259515.1","lncRNA","AL117209.1","2",NA,"OTTHUMG00000171899.1"
"ENSG00000259520.6","HAVANA","gene",NA,NA,"ENSG00000259520.6","lncRNA","AC051619.4","2",NA,"OTTHUMG00000172002.4"
"ENSG00000259523.1","HAVANA","gene",NA,NA,"ENSG00000259523.1","lncRNA","AC022613.2","2",NA,"OTTHUMG00000172192.1"
"ENSG00000259562.2","HAVANA","gene",NA,NA,"ENSG00000259562.2","transcribed_processed_pseudogene","AC090607.2","1",NA,"OTTHUMG00000172572.2"
"ENSG00000259577.2","HAVANA","gene",NA,NA,"ENSG00000259577.2","lncRNA","CERNA1","2","HGNC:52664","OTTHUMG00000172601.3"
"ENSG00000259579.1","HAVANA","gene",NA,NA,"ENSG00000259579.1","lncRNA","AC087762.1","2",NA,"OTTHUMG00000172376.1"
"ENSG00000259583.3","HAVANA","gene",NA,NA,"ENSG00000259583.3","lncRNA","AC015712.2","2",NA,"OTTHUMG00000172067.3"
"ENSG00000259590.1","HAVANA","gene",NA,NA,"ENSG00000259590.1","lncRNA","LINC02244","2","HGNC:53929","OTTHUMG00000171948.1"
"ENSG00000259605.3","HAVANA","gene",NA,NA,"ENSG00000259605.3","lncRNA","AC074212.1","2",NA,"OTTHUMG00000172207.4"
"ENSG00000259612.1","HAVANA","gene",NA,NA,"ENSG00000259612.1","processed_pseudogene","EEF1A1P22","1","HGNC:37895","OTTHUMG00000172482.1"
"ENSG00000259642.2","HAVANA","gene",NA,NA,"ENSG00000259642.2","lncRNA","ST20-AS1","2","HGNC:27521","OTTHUMG00000172079.2"
"ENSG00000259658.5","HAVANA","gene",NA,NA,"ENSG00000259658.5","transcribed_unprocessed_pseudogene","AC027559.1","1",NA,"OTTHUMG00000172150.5"
"ENSG00000259660.2","HAVANA","gene",NA,NA,"ENSG00000259660.2","transcribed_unprocessed_pseudogene","DNM1P47","2","HGNC:35200","OTTHUMG00000172265.2"
"ENSG00000259668.6","HAVANA","gene",NA,NA,"ENSG00000259668.6","lncRNA","AC066613.1","2",NA,"OTTHUMG00000172525.2"
